1,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
2,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
3,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
4,1
40,1
5,1
6,1
7,1
8,1
9,1
721,10
722,10
723,10
724,10
725,10
726,10
727,10
728,10
729,10
730,10
731,10
732,10
733,10
734,10
735,10
736,10
737,10
738,10
739,10
740,10
741,10
742,10
743,10
744,10
745,10
746,10
747,10
748,10
749,10
750,10
751,10
752,10
753,10
754,10
755,10
756,10
757,10
758,10
759,10
760,10
7921,100
7922,100
7923,100
7924,100
7925,100
7926,100
7927,100
7928,100
7929,100
7930,100
7931,100
7932,100
7933,100
7934,100
7935,100
7936,100
7937,100
7938,100
7939,100
7940,100
7941,100
7942,100
7943,100
7944,100
7945,100
7946,100
7947,100
7948,100
7949,100
7950,100
7951,100
7952,100
7953,100
7954,100
7955,100
7956,100
7957,100
7958,100
7959,100
7960,100
8001,101
8002,101
8003,101
8004,101
8005,101
8006,101
8007,101
8008,101
8009,101
8010,101
8011,101
8012,101
8013,101
8014,101
8015,101
8016,101
8017,101
8018,101
8019,101
8020,101
8021,101
8022,101
8023,101
8024,101
8025,101
8026,101
8027,101
8028,101
8029,101
8030,101
8031,101
8032,101
8033,101
8034,101
8035,101
8036,101
8037,101
8038,101
8039,101
8040,101
8081,102
8082,102
8083,102
8084,102
8085,102
8086,102
8087,102
8088,102
8089,102
8090,102
8091,102
8092,102
8093,102
8094,102
8095,102
8096,102
8097,102
8098,102
8099,102
8100,102
8101,102
8102,102
8103,102
8104,102
8105,102
8106,102
8107,102
8108,102
8109,102
8110,102
8111,102
8112,102
8113,102
8114,102
8115,102
8116,102
8117,102
8118,102
8119,102
8120,102
8161,103
8162,103
8163,103
8164,103
8165,103
8166,103
8167,103
8168,103
8169,103
8170,103
8171,103
8172,103
8173,103
8174,103
8175,103
8176,103
8177,103
8178,103
8179,103
8180,103
8181,103
8182,103
8183,103
8184,103
8185,103
8186,103
8187,103
8188,103
8189,103
8190,103
8191,103
8192,103
8193,103
8194,103
8195,103
8196,103
8197,103
8198,103
8199,103
8200,103
8241,104
8242,104
8243,104
8244,104
8245,104
8246,104
8247,104
8248,104
8249,104
8250,104
8251,104
8252,104
8253,104
8254,104
8255,104
8256,104
8257,104
8258,104
8259,104
8260,104
8261,104
8262,104
8263,104
8264,104
8265,104
8266,104
8267,104
8268,104
8269,104
8270,104
8271,104
8272,104
8273,104
8274,104
8275,104
8276,104
8277,104
8278,104
8279,104
8280,104
8321,105
8322,105
8323,105
8324,105
8325,105
8326,105
8327,105
8328,105
8329,105
8330,105
8331,105
8332,105
8333,105
8334,105
8335,105
8336,105
8337,105
8338,105
8339,105
8340,105
8341,105
8342,105
8343,105
8344,105
8345,105
8346,105
8347,105
8348,105
8349,105
8350,105
8351,105
8352,105
8353,105
8354,105
8355,105
8356,105
8357,105
8358,105
8359,105
8360,105
8401,106
8402,106
8403,106
8404,106
8405,106
8406,106
8407,106
8408,106
8409,106
8410,106
8411,106
8412,106
8413,106
8414,106
8415,106
8416,106
8417,106
8418,106
8419,106
8420,106
8421,106
8422,106
8423,106
8424,106
8425,106
8426,106
8427,106
8428,106
8429,106
8430,106
8431,106
8432,106
8433,106
8434,106
8435,106
8436,106
8437,106
8438,106
8439,106
8440,106
8481,107
8482,107
8483,107
8484,107
8485,107
8486,107
8487,107
8488,107
8489,107
8490,107
8491,107
8492,107
8493,107
8494,107
8495,107
8496,107
8497,107
8498,107
8499,107
8500,107
8501,107
8502,107
8503,107
8504,107
8505,107
8506,107
8507,107
8508,107
8509,107
8510,107
8511,107
8512,107
8513,107
8514,107
8515,107
8516,107
8517,107
8518,107
8519,107
8520,107
8561,108
8562,108
8563,108
8564,108
8565,108
8566,108
8567,108
8568,108
8569,108
8570,108
8571,108
8572,108
8573,108
8574,108
8575,108
8576,108
8577,108
8578,108
8579,108
8580,108
8581,108
8582,108
8583,108
8584,108
8585,108
8586,108
8587,108
8588,108
8589,108
8590,108
8591,108
8592,108
8593,108
8594,108
8595,108
8596,108
8597,108
8598,108
8599,108
8600,108
8641,109
8642,109
8643,109
8644,109
8645,109
8646,109
8647,109
8648,109
8649,109
8650,109
8651,109
8652,109
8653,109
8654,109
8655,109
8656,109
8657,109
8658,109
8659,109
8660,109
8661,109
8662,109
8663,109
8664,109
8665,109
8666,109
8667,109
8668,109
8669,109
8670,109
8671,109
8672,109
8673,109
8674,109
8675,109
8676,109
8677,109
8678,109
8679,109
8680,109
801,11
802,11
803,11
804,11
805,11
806,11
807,11
808,11
809,11
810,11
811,11
812,11
813,11
814,11
815,11
816,11
817,11
818,11
819,11
820,11
821,11
822,11
823,11
824,11
825,11
826,11
827,11
828,11
829,11
830,11
831,11
832,11
833,11
834,11
835,11
836,11
837,11
838,11
839,11
840,11
8721,110
8722,110
8723,110
8724,110
8725,110
8726,110
8727,110
8728,110
8729,110
8730,110
8731,110
8732,110
8733,110
8734,110
8735,110
8736,110
8737,110
8738,110
8739,110
8740,110
8741,110
8742,110
8743,110
8744,110
8745,110
8746,110
8747,110
8748,110
8749,110
8750,110
8751,110
8752,110
8753,110
8754,110
8755,110
8756,110
8757,110
8758,110
8759,110
8760,110
8801,111
8802,111
8803,111
8804,111
8805,111
8806,111
8807,111
8808,111
8809,111
8810,111
8811,111
8812,111
8813,111
8814,111
8815,111
8816,111
8817,111
8818,111
8819,111
8820,111
8821,111
8822,111
8823,111
8824,111
8825,111
8826,111
8827,111
8828,111
8829,111
8830,111
8831,111
8832,111
8833,111
8834,111
8835,111
8836,111
8837,111
8838,111
8839,111
8840,111
8881,112
8882,112
8883,112
8884,112
8885,112
8886,112
8887,112
8888,112
8889,112
8890,112
8891,112
8892,112
8893,112
8894,112
8895,112
8896,112
8897,112
8898,112
8899,112
8900,112
8901,112
8902,112
8903,112
8904,112
